Pattern	&	Frequency in the sample
['499', '915', '1175', '1375']	1
['116', '825']	1
['685', '1007']	2
['416', '921', '1048', '1159']	1
['305', '737', '1397']	1
['400', '490', '1082', '1498']	1
['137', '1352', '1378']	1
['662', '791', '935', '1267']	1
['27', '963', '1289']	1
['1506']	2
['390']	2
['284', '1089']	1
['160', '376', '686', '1381']	1
['486', '510', '1432', '1459']	2
['787', '970', '1336']	1
['149', '599', '626', '1235', '1497']	1
['132', '427', '1207', '1386']	1
['69', '861', '1215', '1554']	1
['84', '450', '1459']	1
['110', '742', '1318', '1435']	1
['94', '271', '404', '414', '1024']	1
['922', '1006', '1226', '1505']	1
['594', '620', '773', '1077', '1096']	1
['116', '326', '586', '1362']	1
['175', '219', '502', '1091']	1
['40', '350', '529', '1359']	1
['660', '1436']	1
['1323']	1
['269', '1091']	1
['111', '1380']	1
['291', '341', '378', '1000', '1294']	1
['30', '1251', '1394']	1
['116', '1191']	1
['1028', '1350']	1
['67', '1086', '1309']	1
['800', '966']	1
['177', '1248']	2
['168', '1177', '1347']	1
['26', '415']	1
['834', '1340', '1466']	1
['1430']	4
['276', '759']	1
['94', '443', '470', '1313']	1
['484', '1264', '1277', '1287']	1
['162']	1
['168', '328', '1160', '1370']	1
['1381']	1
['287', '566', '1436']	1
['752', '1102']	1
['27', '320', '1289']	1
['283', '449', '932', '936']	1
['591', '614', '658', '1074']	1
['163', '763', '1129', '1195', '1412']	1
['364', '797', '1013', '1306']	1
['358', '1080', '1240', '1297']	2
['491', '574', '1080', '1180', '1207']	1
['82', '193', '276', '1158']	1
['205', '721']	1
['55', '765', '1547']	1
['206', '289', '1027']	1
['403', '736', '958', '1275', '1345']	1
['346', '816']	1
['200', '716', '882', '1298']	1
['94', '154', '503', '1136', '1329']	1
['590', '800']	1
['237', '414', '1340']	1
['29', '54', '439', '822']	1
['353', '985', '1023']	1
['209', '485', '934']	1
['185', '201', '301', '328']	1
['37', '87', '1268']	1
['108', '744', '1256', '1316', '1433']	1
['205']	2
['419', '862', '1118', '1467', '1504']	1
['333', '672', '921', '1048', '1537']	1
['123', '639']	1
['321', '377', '487', '1070']	1
['224', '267', '427', '1259', '1459']	1
['278', '461']	1
['471', '478', '814', '1360']	1
['282', '881', '958', '1351']	1
['13', '700', '983']	1
['595', '851', '1201', '1238']	1
['321', '481', '594', '1342', '1373']	1
['407', '1050', '1093', '1376', '1426']	1
['12', '272', '471', '561', '628']	1
['306', '417', '500', '1382']	1
['855', '1311']	1
['244', '1024', '1186', '1340']	1
['1063']	2
['870', '953', '1174']	1
['141', '261', '1277']	1
['385']	1
['1019']	3
['1253', '1443']	1
['713', '1352', '1412', '1528']	1
['559', '952']	1
['222', '312', '378']	2
['404', '1186', '1236', '1340', '1512']	1
['207', '1493']	1
['508', '668', '1217', '1284', '1396']	1
['266', '915']	1
['66', '809']	1
['302', '1051']	1
['11', '267', '743', '966', '1282']	1
['225', '348', '681', '1124']	1
['191', '492', '1148', '1200', '1383']	1
['1485', '1529']	1
['797', '1007', '1013', '1306', '1356']	1
['30']	3
['260', '426', '437', '670', '1495']	1
['774']	4
['121', '148', '957', '1020']	1
['144', '434', '500']	1
['62', '505', '1175', '1524']	1
